TYPE,COUNT,CATEGORY
FUNGAL VIRULENCE FACTORS,2,OTHER
SEROLOGICAL BIOMARKER,2,OTHER
NUTRITIONAL INTERVENTION OUTCOME,2,OTHER
CALF GROWTH PHENOTYPE,2,OTHER
DEVELOPMENTAL STIMULUS,2,OTHER
MOLECULAR INDICATOR,2,OTHER
OFFSPRING PHYSIOLOGICAL TRAIT,2,OTHER
PATERNAL ORGANISM UNDER DIETARY INTERVENTION,2,OTHER
OFFSPRING CHARACTERISTICS,2,OTHER
PHENOTYPIC ADAPTATION MECHANISM,2,OTHER
MATERNAL ENVIRONMENTAL CONDITION,2,OTHER
AGE-RELATED GENETIC CHANGE,2,OTHER
EVOLUTIONARY ORIGIN,2,OTHER
FRESHWATER HABITAT,2,OTHER
PATERNAL NUTRITIONAL STATE,2,OTHER
AQUATIC HABITAT CONDITION,2,OTHER
READ LENGTH THRESHOLD,2,OTHER
INNATE IMMUNITY GENE,2,OTHER
ADAPTIVE IMMUNE GENE,2,OTHER
PARENTAL DIET COMBINATION,2,OTHER
MATERNAL DIETARY CONDITION,2,OTHER
PARENTAL DIET MISMATCH,2,OTHER
PARENTAL SIGNAL CONFLICT,2,OTHER
PARENTAL DIETARY MANIPULATION,2,OTHER
PATERNAL CONTRIBUTION TO OFFSPRING DEVELOPMENT,2,OTHER
NUTRITIONALLY STRESSED PATERNAL CONDITION,2,OTHER
INTERGENERATIONAL EFFECT,2,OTHER
IMMUNE SYSTEM TRAIT,2,OTHER
DISEASE-ASSOCIATED PROTEIN TARGETS,2,OTHER
CORE THERAPEUTIC TARGETS,2,OTHER
FUNCTIONAL ANNOTATION TERM COLLECTION,2,OTHER
MOLECULAR FILE FORMAT,2,OTHER
MOLECULAR COMPLEX COLLECTION,2,OTHER
OVERLAPPING TARGET SET,2,OTHER
NETWORK CLUSTER MODULE,2,OTHER
INDOLE AMINE METABOLITE,2,OTHER
AMINE OXIDE METABOLITE,2,OTHER
PROSTATE HYPERTROPHY,2,OTHER
PROSTATE EPITHELIAL CELLS,2,OTHER
ELEVATED HORMONE CONCENTRATION,2,OTHER
PROSTATE CELL TYPE,2,OTHER
RUMEN FERMENTATION PRODUCTS,2,OTHER
QUORUM SENSING SIGNALING MOLECULES,2,OTHER
FEED DEGRADATION PROCESS,2,OTHER
FEED DEGRADATION PARAMETER,2,OTHER
ENZYME FUNCTIONAL ACTIVITY,2,OTHER
QUORUM SENSING SIGNAL REDUCTION,2,OTHER
BIOMARKER FEATURES,2,OTHER
LIPID METABOLITE METRIC,2,OTHER
FATTY ACID OXIDATION ENZYME GENE,2,OTHER
FATTY ACID TRANSPORTER GENE,2,OTHER
NUTRIENT ABSORPTION EFFICIENCY,2,OTHER
VISCERAL FAT DEPOSITION,2,OTHER
LIPID METABOLISM REGULATORY PATHWAY,2,OTHER
METABOLIC REGULATORY PATHWAY,2,OTHER
GROWTH-RELATED PROCESS,2,OTHER
LIVER LIPID DEPOSITION,2,OTHER
REEF SUBSTRATE,2,OTHER
CCA MORPHOLOGICAL TRAIT,2,OTHER
CCA DISEASE,2,OTHER
CORALLINE ALGAE SAMPLE,2,OTHER
REEF HABITAT,2,OTHER
CORALLINE ALGAE SPECIES,2,OTHER
BACTERIAL COMMUNITY DATASET,2,OTHER
PHYLOGENETIC TREE VISUALIZATION,2,OTHER
COMPARATIVE PHYLOGENETIC ANALYSIS,2,OTHER
PHYLOGENETIC TREE PARAMETER,2,OTHER
PHYLOGENETIC COMPARISON METRIC,2,OTHER
ALGAL METABOLITE SECRETION,2,OTHER
FUNCTIONAL COMPOUND,2,OTHER
MICROBIAL PROCESS ABNORMALITY,2,OTHER
MATERNAL WEIGHT STATUS GROUP,2,OTHER
FIXED EFFECT VARIABLES,2,OTHER
TEMPORAL COLONIZATION PATTERN,2,OTHER
MICROBIAL SUCCESSION PATTERN,2,OTHER
HMO,2,OTHER
MICROBIAL COLONIZATION CONTROL,2,OTHER
BACTERIAL COLONIZATION GROUP,2,OTHER
QUANTITATIVE REAL-TIME PCR ASSAY,2,OTHER
QRT-PCR ASSAY,2,OTHER
SHARED SPECIES,2,OTHER
HOST CELL RECEPTORS,2,OTHER
CLINICAL OUTCOME SEVERITY,2,OTHER
SOAP PRODUCT,2,OTHER
ANTISEPTIC CLEANSER,2,OTHER
PREGNANCY VARIABLE,2,OTHER
PREGNANCY OUTCOME CHARACTERISTIC,2,OTHER
SOCIOECONOMIC AND CULTURAL FACTOR,2,OTHER
IMPAIRED VIRAL CLEARANCE,2,OTHER
NATIONAL HEALTH SURVEY PROGRAMME,2,OTHER
ASSOCIATION BETWEEN TWO CONDITIONS,2,OTHER
HPV-INFECTED POPULATION SUBGROUP,2,OTHER
PERIODONTAL TISSUE PATHOLOGY,2,OTHER
DISEASE PHENOTYPE COMBINATION,2,OTHER
MONOACYLGLYCEROL METABOLITE,2,OTHER
DIARRHEA INCIDENCE METRIC,2,OTHER
DIARRHEA REDUCTION,2,OTHER
PLANT-DERIVED SWEETENER,2,OTHER
DIAGNOSTIC OR PROGNOSTIC INDICATOR,2,OTHER
COGNITIVE STATUS CATEGORY,2,OTHER
POPULATION-SPECIFIC DIAGNOSTIC INDICATOR,2,OTHER
GENETIC RISK VARIANT,2,OTHER
SUBJECTIVE COGNITIVE SYMPTOM,2,OTHER
PSYCHIATRIC DIAGNOSIS,2,OTHER
COLLECTION TUBE TYPE,2,OTHER
BRAIN NETWORK ANALYSIS,2,OTHER
MOLECULAR NEUROIMAGING METHOD,2,OTHER
DISEASE PATHOLOGY ASSESSMENT,2,OTHER
DIAGNOSTIC TRANSITION,2,OTHER
COGNITIVE DECLINE PATTERN,2,OTHER
BIOCHEMICAL BIOMARKERS,2,OTHER
SAMPLE BATCH,2,OTHER
GENETIC SAMPLES,2,OTHER
DISEASE CASE COUNT,2,OTHER
GENETIC RESISTANCE MARKER,2,OTHER
CLINICAL SYMPTOM PATTERN,2,OTHER
DEVELOPMENTAL MICROBIAL STATE,2,OTHER
PROTEOMICS CHALLENGE,2,OTHER
PROBABILISTIC MEASURE,2,OTHER
PROTEIN-TAXON ASSOCIATION,2,OTHER
PUBLISHED MEASUREMENT,2,OTHER
INITIALIZATION VALUE,2,OTHER
CLINICAL METAPROTEOMICS DATASET,2,OTHER
SOFTWARE ENHANCEMENT,2,OTHER
SCIENTIFIC COMMUNITY,2,OTHER
BROILER PHYSIOLOGICAL STATE,2,OTHER
SEQUENCING COMPANY,2,OTHER
PATHWAY COMPARISON,2,OTHER
DOUBLE-STRAIN PROBIOTIC SUPPLEMENT,2,OTHER
BACTERIAL EXOTOXIN,2,OTHER
METABOLITE CONCENTRATE,2,OTHER
BILE ACID INDUCIBLE GENE,2,OTHER
ENZYME LOSS,2,OTHER
BENTHIC HABITAT,2,OTHER
EARLY-STAGE CORAL MICROBIOME,2,OTHER
BACTERIAL TRANSFER PROCESS,2,OTHER
REEF PROCESS,2,OTHER
CRUSTOSE CORALLINE ALGA (CCA),2,OTHER
CORAL COLONY,2,OTHER
INSTRUMENT,2,OTHER
ALGAL MORPHOLOGICAL FORM,2,OTHER
ECOLOGICAL PROCESS MEASUREMENT,2,OTHER
MACROALGAL GENUS AT INITIAL TIME POINT,2,OTHER
SYMBIOTIC ORGANISM GROUP,2,OTHER
CORAL DEVELOPMENTAL STAGES,2,OTHER
JUVENILE CORAL ORGANISM,2,OTHER
COFACTOR CLASS,2,OTHER
DIETARY SUPPLEMENTATION INTERVENTION,2,OTHER
NAD+ PRECURSOR COMPOUND,2,OTHER
NAD+ DEGRADATION METABOLITE,2,OTHER
NAD+ DEGRADATION METABOLITES,2,OTHER
AMINO ACID LEVELS,2,OTHER
NAD+ METABOLITES,2,OTHER
HEALTH BENEFITS,2,OTHER
CALIBRATION RANGE,2,OTHER
RANDOMIZATION CRITERIA,2,OTHER
LABORATORY AUTOMATION INSTRUMENT,2,OTHER
PARASITIC LOAD MEASUREMENT,2,OTHER
SAMPLE TREATMENT EFFECT,2,OTHER
G-PROTEIN SUBUNIT,2,OTHER
ENRICHED PROTEIN SET,2,OTHER
REDUCED PROTEIN SET,2,OTHER
PROTEIN COMPOSITION PROFILE,2,OTHER
HOST ADHESION PROTEIN,2,OTHER
HOST MUCIN PROTEIN,2,OTHER
HOST CHANNEL REGULATOR,2,OTHER
CHANNEL REGULATOR,2,OTHER
MICROBIAL EXTRACELLULAR VESICLE,2,OTHER
MICROBIAL FITNESS OUTCOME,2,OTHER
STRUCTURAL GROWTH INDEX,2,OTHER
ANTIMICROBIAL RESISTANCE CONSEQUENCE,2,OTHER
ANTIMICROBIAL USE PRACTICE,2,OTHER
LIVE PROBIOTIC,2,OTHER
CALF FEED SUPPLEMENT,2,OTHER
TEMPORAL FEEDING WINDOW,2,OTHER
DISEASE FREQUENCY STATE,2,OTHER
PRODUCTIVE PERFORMANCE,2,OTHER
ORGANIC ACID COMPOUND CLASS,2,OTHER
INTESTINAL TISSUE BARRIER,2,OTHER
BIOBANK PROJECT,2,OTHER
GENETIC AND DIETARY DETERMINANT,2,OTHER
SLEEP DISTURBANCE METRIC,2,OTHER
ACUTE MENTAL DISORDER,2,OTHER
VOLATILE ANESTHETIC AGENT,2,OTHER
ELECTROPHYSIOLOGICAL RECORDING,2,OTHER
RECORDING ELECTRODE,2,OTHER
TRACER MOLECULE,2,OTHER
DIET-MICROBIOME INTERACTION,2,OTHER
TISSUE CONTROL SAMPLE,2,OTHER
SUPPLEMENTED GROWTH MEDIUM,2,OTHER
ANALYTICAL SAMPLE CONTAINER,2,OTHER
BIORTHOGONAL CHOLINE ANALOG,2,OTHER
DRINKING SOLUTIONS,2,OTHER
SAMPLE MEASUREMENT,2,OTHER
ANATOMICAL BOUNDARIES,2,OTHER
QUANTITATIVE RANGE,2,OTHER
STATISTICAL INTERVAL,2,OTHER
TRANSPORTER GENE REPERTOIRE,2,OTHER
SUGAR TRANSPORT SYSTEMS,2,OTHER
NUTRIENT CONDITIONS,2,OTHER
MODEL MICROBIAL COMMUNITY,2,OTHER
PREDICTIVE RELATIONSHIP,2,OTHER
CYCLOOXYGENASE,2,OTHER
CYTOKINE PRODUCTION MEASUREMENT,2,OTHER
AUTOMATED HEMATOLOGY ANALYZER,2,OTHER
DIVERSITY ANALYSIS SOFTWARE,2,OTHER
BIODIVERSITY METRICS,2,OTHER
NEOPLASTIC LESION COUNT,2,OTHER
POLYSACCHARIDE COMPOUND ADMINISTRATION,2,OTHER
CONDITION CATEGORIES,2,OTHER
MICROBIAL TAXA COLLECTION,2,OTHER
TUMOR IMMUNE ESCAPE MECHANISM,2,OTHER
DATA RESOURCES,2,OTHER
CONDITION DATASET,2,OTHER
CONDITION CLASSIFICATION,2,OTHER
TAXONOMIC STANDARDIZATION TOOL,2,OTHER
PUBLICATION IDENTIFIER,2,OTHER
DATABASE INTERFACE,2,OTHER
GENOMIC DATA COLLECTION,2,OTHER
MICROBIAL FUNCTIONAL ANALYSIS,2,OTHER
HUMAN DISEASE PHENOTYPE,2,OTHER
PAN-REPOSITORY SEARCH,2,OTHER
METADATA RESOURCE,2,OTHER
RESEARCH CENTER,2,OTHER
FOOD-DERIVED CHEMICAL COMPOUND,2,OTHER
AGE-INHIBITOR DRUG,2,OTHER
DIET PHYSICAL PROPERTY,2,OTHER
TISSUE COLLECTION COHORT,2,OTHER
DIETARY SWITCH,2,OTHER
ADVANCED GLYCATION END-PRODUCTS,2,OTHER
ENDOTHELIAL RECEPTOR,2,OTHER
ENZYMATIC BUFFER,2,OTHER
DISEASE RISK COMPONENT,2,OTHER
METABOTOXIN,2,OTHER
LACTATE METABOLITE,2,OTHER
MS DISEASE SUBTYPE,2,OTHER
BACTERIAL SEQUENCE VARIANT,2,OTHER
DISEASE AND DIETARY CONTEXT,2,OTHER
STATISTICAL CLUSTER,2,OTHER
MICROBIAL TYROSINE METABOLITE,2,OTHER
INVERTEBRATE HOST,2,OTHER
TRANSMISSION ELECTRON MICROSCOPE,2,OTHER
FUNGAL COMMUNITY STATUS,2,OTHER
FUNGAL COMMUNITY MEMBER,2,OTHER
OPPORTUNISTIC BACTERIAL PATHOGEN,2,OTHER
REGULATORY DNA ELEMENT,2,OTHER
COMMUNITY DYNAMIC,2,OTHER
OBSERVATORY CLASSIFICATION,2,OTHER
AMPLICON SEQUENCING,2,OTHER
EXPLANATORY FACTORS,2,OTHER
REFERENCE ALIGNMENT,2,OTHER
LAYOUT ALGORITHM,2,OTHER
CRYPTOPHYTE SPECIES,2,OTHER
SIZE FRACTIONS,2,OTHER
ALGAL CLADE,2,OTHER
PEPTIDOGLYCAN ENDOPEPTIDASE,2,OTHER
POLAR LIPIDS,2,OTHER
COMPETITIVE INTERACTION MECHANISM,2,OTHER
SECRETED METABOLITES,2,OTHER
SIDEROPHORE DERIVATIVE,2,OTHER
BACTERIAL HABITAT GROUP,2,OTHER
MUTANT LIBRARY,2,OTHER
CODING SEQUENCES,2,OTHER
PLANT INOCULATION CONDITION,2,OTHER
SPECTROSCOPIC OBSERVATION,2,OTHER
METAL ION RATIO,2,OTHER
IRON-SIDEROPHORE TRANSPORTER,2,OTHER
LYSOBACTERACEAE STRAIN,2,OTHER
AGE DEMOGRAPHIC,2,OTHER
ORAL HYGIENE BEHAVIOR CLASSIFICATION,2,OTHER
MECHANICAL INTERVENTION,2,OTHER
DNA INPUT AMOUNT,2,OTHER
STEROID HORMONE PRECURSOR METABOLITES,2,OTHER
METABOLOMIC SAMPLE,2,OTHER
IMMUNE-INFLAMMATORY REGULATION GENE,2,OTHER
CHEMICALLY-INDUCED PANCREATIC DISEASE,2,OTHER
NATURAL COMPOUND TREATMENT,2,OTHER
RECEPTOR SIGNALLING EVENT,2,OTHER
STEROID HORMONE SUPPLEMENT,2,OTHER
SEQUENCING DATA COMPONENT,2,OTHER
SEQUENCE INFERENCE ALGORITHM,2,OTHER
TAXONOMIC REFERENCE DATABASE CLASSIFIER,2,OTHER
WOUND CARE INTERVENTION,2,OTHER
MODIFIED APPENDAGE STRUCTURE,2,OTHER
RIBOSOMAL GENE,2,OTHER
BILE ACID LEVEL STATE,2,OTHER
METABOLITE TRANSFORMATION,2,OTHER
MOLECULAR EXTRACTION,2,OTHER
DOWNREGULATED GENE,2,OTHER
PREVENTIVE HEALTH BEHAVIOR,2,OTHER
EARLY-LIFE HEALTH CONDITION,2,OTHER
BITTER COMPOUND,2,OTHER
BITTER TASTE RECEPTOR,2,OTHER
SUBCOHORT STUDY,2,OTHER
POPULATION-BASED PROSPECTIVE COHORT STUDY,2,OTHER
BEHAVIORAL HEALTH PARAMETER,2,OTHER
ORAL HEALTH ASSESSMENT PROTOCOL,2,OTHER
PERIODONTAL MEASUREMENT INSTRUMENT,2,OTHER
CLINICAL ASSESSMENT PROTOCOL,2,OTHER
MULTI-OMICS AND PHENOTYPIC DATA,2,OTHER
CARIES DETECTION METHOD,2,OTHER
CARIES DETECTION CRITERIA,2,OTHER
RESEARCH MODEL SYSTEM,2,OTHER
VINEYARD SAMPLE COLLECTION,2,OTHER
DNA PRODUCT MIXTURE,2,OTHER
GRAPE JUICE SAMPLE,2,OTHER
GRAPEVINE ROOTSTOCK,2,OTHER
GROWING SEASON YEAR,2,OTHER
OLFACTORY COMPOUND,2,OTHER
FUNGAL ROLE,2,OTHER
VINTAGE YEARS,2,OTHER
MICROBIAL VARIANT,2,OTHER
SE-SUPPLEMENTED CROP,2,OTHER
SE EXPOSURE CONDITION,2,OTHER
SE-FORTIFIED CROP,2,OTHER
PLANT SELENIUM ACCUMULATION,2,OTHER
PLANT TISSUE-ASSOCIATED MICROBIAL COMMUNITY,2,OTHER
HOSPITAL-ACQUIRED BACTERIUM,2,OTHER
OPPORTUNISTIC PATHOGENIC YEAST,2,OTHER
OPPORTUNISTIC PATHOGENIC INFECTION,2,OTHER
DIAGNOSTIC IMAGING MODALITY,2,OTHER
CLINICAL COMPLICATION CATEGORY,2,OTHER
RESEARCH REPORT,2,OTHER
MICROBIOLOGICAL TEST,2,OTHER
FACULTATIVELY ANAEROBIC GRAM-NEGATIVE BACTERIUM,2,OTHER
IMMUNOLOGICAL REACTION,2,OTHER
PREVENTIVE OUTCOME,2,OTHER
BLIGHT RESISTANCE PHENOTYPE,2,OTHER
QUALITY CONTROL ACTION,2,OTHER
NETWORK ASSOCIATION TYPE,2,OTHER
ASSOCIATION THRESHOLD,2,OTHER
PATHOGENIC ORGANISM TYPE,2,OTHER
ENVIRONMENTAL DIFFERENCE,2,OTHER
GENOME QUALITY CATEGORY,2,OTHER
SNP GENOTYPING SOFTWARE,2,OTHER
TAXONOMIC GROUP COLLECTION,2,OTHER
METABOLITE PRODUCTION OUTCOME,2,OTHER
MICROBIAL PATHOGENIC GROUP,2,OTHER
HOST ENDOCRINE PROCESS,2,OTHER
HOST DYSFUNCTION,2,OTHER
BACTERIAL PROLIFERATION PHENOTYPE,2,OTHER
ALTERNATIVE IMMUNE PATHWAY,2,OTHER
SPÄTZLE HOMOLOG,2,OTHER
HEMOLYMPH FRACTION,2,OTHER
INSECT METABOLIC ORGAN,2,OTHER
RNA INTERFERENCE CONSTRUCT,2,OTHER
LABELED BACTERIAL CELLS,2,OTHER
PHYSICAL BARRIER STRUCTURE,2,OTHER
PROTEIN KNOCKDOWN STATE,2,OTHER
IMMUNE SIGNALING ACTIVATION,2,OTHER
DEVELOPMENTAL COST,2,OTHER
SEROTONIN SYNTHESIS,2,OTHER
BACTERIAL ELIMINATION PROCESS,2,OTHER
LETHAL PHENOTYPE,2,OTHER
SIGNALING REGULATION MECHANISM,2,OTHER
POST-STROKE BRAIN PATHOLOGY,2,OTHER
POST-STROKE INTESTINAL PATHOLOGY,2,OTHER
INHIBITORY NEUROTRANSMITTER SIGNALING PATHWAY,2,OTHER
THERAPEUTIC TREATMENT CONDITION,2,OTHER
CASPASE,2,OTHER
ACUTE CEREBRAL INJURY PHENOTYPE,2,OTHER
INTESTINAL INJURY PHENOTYPE,2,OTHER
PARASITE GENUS,2,OTHER
ANTIPARASITIC THERAPY,2,OTHER
NON-INVASIVE DIAGNOSTIC TECHNOLOGY,2,OTHER
LITERATURE RETRIEVAL METHOD,2,OTHER
NETWORK OPTIMIZATION ALGORITHM,2,OTHER
THERAPEUTIC RESISTANCE PROCESS,2,OTHER
QUANTITATIVE IMAGING APPROACH,2,OTHER
LANDMARK CLINICAL TRIAL,2,OTHER
RESEARCH CAPACITY FACTORS,2,OTHER
RESEARCH CAPACITY,2,OTHER
BIOMARKER LIMITATION,2,OTHER
INTEGRATED BIOMARKER STRATEGY,2,OTHER
CULTURE COLLECTION FACILITY,2,OTHER
COLITIS SEVERITY METRIC,2,OTHER
COLONIC TISSUE PATHOLOGY,2,OTHER
PROBIOTIC SCREENING CRITERION,2,OTHER
DISEASE SEVERITY METRIC IMPROVEMENT,2,OTHER
ENVIRONMENTAL AND NUTRITIONAL FACTORS,2,OTHER
MATERNAL SOCIOECONOMIC FACTOR,2,OTHER
MATERNAL REPRODUCTIVE FACTOR,2,OTHER
NEONATAL ANTHROPOMETRIC MEASURE,2,OTHER
DEVELOPMENTAL ASSESSMENT COMPONENTS,2,OTHER
PARASITIC PROTOZOANS,2,OTHER
HOUSEHOLD INFRASTRUCTURE FACTOR,2,OTHER
SOCIOECONOMIC MARKER,2,OTHER
BIRTH OUTCOME MEASURE,2,OTHER
GROWTH OUTCOME MEASURE,2,OTHER
PATIENT OUTCOME CATEGORY,2,OTHER
PREDICTED METABOLIC PATHWAYS,2,OTHER
INFECTION SOURCE CHARACTERISTIC,2,OTHER
UNDERLYING DISEASE,2,OTHER
MUCOSAL BARRIER ALTERATION,2,OTHER
MICROSPORIDIAN FUNGUS,2,OTHER
MYCOPLASMA-LIKE BACTERIUM,2,OTHER
ARTHROPOD TAXA,2,OTHER
BACTERIAL PHYTOPATHOGEN,2,OTHER
PLANT FUNGAL PATHOGEN,2,OTHER
BRAMBLE CROP,2,OTHER
PLANT FLOWER SAMPLE,2,OTHER
BLOCKING OLIGONUCLEOTIDE,2,OTHER
FUNGAL MARKER GENE SEQUENCES,2,OTHER
PRE-ANTHESIS FLORAL TISSUE,2,OTHER
POLLINATOR GROUP,2,OTHER
HONEYBEE-ASSOCIATED BACTERIAL GENUS,2,OTHER
IMMUNOTHERAPEUTIC RESPONSE,2,OTHER
BACTERIAL GENUS IN ORAL CAVITY,2,OTHER
TISSUE MICROFIBRE ACCUMULATION,2,OTHER
BACTERIAL TAXA WITH METABOLIC FUNCTION,2,OTHER
MUSCLE REGENERATION PROCESS,2,OTHER
SKIN MUCUS SAMPLE,2,OTHER
DNA LIGATION,2,OTHER
ANTERIOR INTESTINE MICROBIOME,2,OTHER
PHYLUM-LEVEL COMPOSITION,2,OTHER
GROWTH FACTOR BINDING PROTEIN GENE,2,OTHER
HOST GENETIC FACTORS,2,OTHER
ECOSYSTEM PROCESS DISRUPTION,2,OTHER
COMMUNITY FUNCTION CHANGE,2,OTHER
SEQUENCING AND ASSEMBLY METHODS,2,OTHER
SEQUENCE MAPPING EFFICIENCY METRIC,2,OTHER
CHRONIC DISEASE CONDITION,2,OTHER
GENOME DE-REPLICATION TOOL,2,OTHER
UNCLASSIFIED METAGENOME-ASSEMBLED GENOMES,2,OTHER
METAGENOMIC MAPPING METRIC,2,OTHER
METABOLIC PATHWAY DISTRIBUTION,2,OTHER
STRESS RESISTANCE GENES,2,OTHER
STRESS RESISTANCE GENE,2,OTHER
LIPIDOMIC SIGNATURE,2,OTHER
MICROBIOME CLUSTERING METRIC,2,OTHER
SARCOPENIA ASSESSMENT TOOL,2,OTHER
MUSCLE IMAGING MEASUREMENT,2,OTHER
SARCOPENIA CLASSIFICATION METHOD,2,OTHER
SARCOPENIA ASSESSMENT METRIC,2,OTHER
NON-SARCOPENIC GROUP,2,OTHER
NORMAL CELLULAR PROTEIN,2,OTHER
BIDIRECTIONAL NEURAL NETWORK,2,OTHER
PROTEIN ACCUMULATION PHENOTYPE,2,OTHER
MISFOLDED PRION PROTEIN,2,OTHER
PROTEIN QUANTIFICATION MEASUREMENT,2,OTHER
MOLECULAR KIT,2,OTHER
NF-ΚB PATHWAY PROTEIN,2,OTHER
PHOSPHORYLATED NF-ΚB PATHWAY PROTEIN,2,OTHER
PHAGE REPLICATION KINETICS,2,OTHER
FECAL CHARACTERISTIC MEASUREMENT,2,OTHER
PHAGE REPLICATION CHARACTERISTICS,2,OTHER
PH TOLERANCE,2,OTHER
BACTERIAL ABUNDANCE IN FECES,2,OTHER
PROTEIN DISSOCIATION,2,OTHER
PHOSPHORYLATED INHIBITOR ΚB,2,OTHER
SECONDARY BILE ACID DERIVATIVE,2,OTHER
LIVE MICROBIAL FEED ADDITIVE,2,OTHER
BACTERIAL FERMENTATION BIOPROCESS,2,OTHER
COLONIZATION BEHAVIOR,2,OTHER
ORCHID PLANT SPECIES,2,OTHER
MICROSCOPY IMAGING TECHNIQUE,2,OTHER
HEPATIC BIOMARKER IMPROVEMENT,2,OTHER
LIVER ENZYME IMPROVEMENT,2,OTHER
MODELING PROCESS,2,OTHER
METABOLIC DATA MATRIX,2,OTHER
STUDY PARTICIPANT AT TIMEPOINT,2,OTHER
METABOLIC RESPONSE CHARACTERISTIC,2,OTHER
PATHWAY NETWORK CHARACTERISTIC,2,OTHER
COMPUTATIONAL INTEGRATION APPROACH,2,OTHER
AGE-RELATED BONE DISEASE,2,OTHER
STEM CELL TYPE AT SPECIFIC PASSAGE,2,OTHER
FOOD AND WATER,2,OTHER
EXPERIMENTAL ROLE,2,OTHER
FMT RECIPIENT MOUSE,2,OTHER
ANIMAL WELFARE INDICATOR,2,OTHER
EXPERIMENTAL DESIGN CONCEPT,2,OTHER
COMPARISON DESIGN,2,OTHER
YOUNG MOUSE COHORT,2,OTHER
BONE COMPOSITION,2,OTHER
OSTEOGENIC MINERALIZATION MARKER,2,OTHER
BONE CELL DIFFERENTIATION CAPACITY,2,OTHER
SKELETAL TISSUE ENVIRONMENT,2,OTHER
AGED MOUSE MODEL,2,OTHER
PROCESSED INSECT-DERIVED PROTEIN INGREDIENT,2,OTHER
IRRADIATED PROTEIN INGREDIENT,2,OTHER
FISH INTESTINAL TISSUE,2,OTHER
DIETARY TREATMENT GROUP COMPARISON,2,OTHER
FISH PERFORMANCE TRAIT,2,OTHER
LOW-DOSE IRRADIATION TREATMENT GROUPS,2,OTHER
AQUACULTURE WASTE MEASUREMENT,2,OTHER
MICROBIOTA COMPOSITION METRICS,2,OTHER
CONTROL GROUP DISTRIBUTION,2,OTHER
IRRADIATED PLANT EXTRACT TREATMENT GROUP,2,OTHER
IRRADIATED FUNGAL EXTRACT TREATMENT,2,OTHER
IRRADIATED FEED INGREDIENT TREATMENT,2,OTHER
AQUACULTURE HEALTH ISSUE,2,OTHER
DIETARY LIPID CONTENT,2,OTHER
MOLECULAR SYNTHESIS PROCEDURE,2,OTHER
BACTERIAL CELL SURFACE MOLECULE,2,OTHER
ADAPTIVE MORPHOLOGICAL CHANGE,2,OTHER
IMMUNOLOGICAL CHARACTERIZATION,2,OTHER
VIRAL PERSISTENCE MECHANISM,2,OTHER
IMMUNE AND MICROBIAL ALTERATIONS,2,OTHER
CELL IDENTIFICATION MARKER,2,OTHER
MUCOSAL RESIDENT T CELL SUBSET,2,OTHER
MAIT CELL MARKER,2,OTHER
ADVERSE METABOLIC STATE,2,OTHER
ADVERSE GASTROINTESTINAL STATE,2,OTHER
ADVERSE INFECTIOUS STATE,2,OTHER
BROWN ALGAL SPECIES,2,OTHER
TIGHT JUNCTION SEALING PROTEIN,2,OTHER
RUMEN ENVIRONMENTAL CHANGE,2,OTHER
POLYPHENOL ADDITIVE,2,OTHER
WEIGHT GAIN MEASUREMENT,2,OTHER
BLOOD ANALYSIS METHOD,2,OTHER
INTERORGAN COMMUNICATION PATHWAY,2,OTHER
HEMOSTATIC DYSFUNCTION,2,OTHER
IMMUNOSUPPRESSIVE TREATMENT REGIMEN,2,OTHER
CLUSTERING ALGORITHMS,2,OTHER
HEMATOLOGY ASSAY INSTRUMENTS,2,OTHER
METRIC RANGE,2,OTHER
CONTROL PATIENT GROUP,2,OTHER
ALLOGRAFT REJECTION TYPE,2,OTHER
MICROBIAL COMMUNITY CHARACTERIZATION METHOD,2,OTHER
HEMATOLOGIC CHANGE,2,OTHER
ALLOGRAFT FUNCTION,2,OTHER
METABOLITE COMPOSITION AND DYNAMICS,2,OTHER
CHANGES IN METABOLITE COMPOSITION,2,OTHER
MICROBIAL VARIABILITY,2,OTHER
METABOLITE TRANSFORMATIONS,2,OTHER
STORAGE MANAGEMENT PARAMETER,2,OTHER
PRODUCT CHEMICAL STABILITY,2,OTHER
BACTERIAL AND ARCHAEAL COMPOSITION,2,OTHER
FERMENTED BEVERAGE PROPERTY,2,OTHER
BEVERAGE AGING CHALLENGE,2,OTHER
MICROBIAL CONTRIBUTION,2,OTHER
PASTEURIZED FERMENTED BEVERAGE,2,OTHER
REFRIGERATION CONDITION,2,OTHER
CHEMICAL DERIVATIZATION REAGENT,2,OTHER
SOLUBLE SOLIDS MEASUREMENT,2,OTHER
SUGAR ALCOHOL METABOLITE CLASS,2,OTHER
SUGAR METABOLITE MEASUREMENT,2,OTHER
POLYOL METABOLITE CLASS,2,OTHER
TEMPERATURE TREATMENT GROUP,2,OTHER
PRODUCT COMPOSITION PROPERTY,2,OTHER
METABOLIC COMPOSITION PROPERTY,2,OTHER
HEAT-TREATED CONTROL GROUP,2,OTHER
LAB-INOCULATED TREATMENT GROUP,2,OTHER
TEMPORAL STAGE AND TREATMENT GROUP,2,OTHER
METABOLIC COMPARISON,2,OTHER
PRODUCT TYPE,2,OTHER
METABOLIC PROCESS PROPERTY,2,OTHER
FERMENTATION MANAGEMENT PRACTICE,2,OTHER
